"CASE"	"SERIAL"	"REF"	"QUESTNNR"	"MODE"	"STARTED"	"IC02_01"	"ZB01_CP"	"ZB01x01"	"ZB01x02"	"ZB01x03"	"ZB01x04"	"ZB01x05"	"ZB01x06"	"ZB01x07"	"ZB01x08"	"ZB01x09"	"ZB01x10"	"BE01_01"	"BE02_01"	"BE03_01"	"BE04_01"	"BE05_01"	"BE06_01"	"BE07_01"	"BE08_01"	"BE09_01"	"BE10_01"	"BE11_01"	"BE12_01"	"BE13_01"	"BE14_01"	"BE15_01"	"BE16_01"	"BE17_01"	"BE18_01"	"BE19_01"	"BE20_01"	"BE21_01"	"BE22_01"	"BE23_01"	"BE24_01"	"BE25_01"	"BE26_01"	"BE27_01"	"BE28_01"	"BE29_01"	"BE30_01"	"BE31_01"	"BE32_01"	"BE33_01"	"BE34_01"	"BE35_01"	"BE36_01"	"BE37_01"	"BE38_01"	"BE39_01"	"BE40_01"	"BE41_01"	"BE42_01"	"BE43_01"	"BE44_01"	"BE45_01"	"BE46_01"	"BE47_01"	"BE48_01"	"BE49_01"	"BE50_01"	"BE51_01"	"BE52_01"	"BE53_01"	"BE54_01"	"BE55_01"	"BE56_01"	"BE57_01"	"BE58_01"	"BE59_01"	"BE60_01"	"BE61_01"	"BE62_01"	"BE63_01"	"BE64_01"	"BE65_01"	"BE66_01"	"BE67_01"	"BE68_01"	"BE69_01"	"BE70_01"	"BE71_01"	"BE72_01"	"BE73_01"	"BE74_01"	"BE75_01"	"BE76_01"	"ER01_01"	"ER02_01"	"ER03_01"	"ER04_01"	"ER05_01"	"ER06_01"	"ER07_01"	"ER08_01"	"ER09_01"	"ER10_01"	"ER11_01"	"ER12_01"	"ER13_01"	"ER14_01"	"ER15_01"	"ER16_01"	"ER17_01"	"ER18_01"	"ER19_01"	"ER20_01"	"ER21_01"	"ER22_01"	"ER23_01"	"ER24_01"	"ER25_01"	"ER26_01"	"ER27_01"	"ER28_01"	"ER29_01"	"ER30_01"	"ER31_01"	"ER32_01"	"ER33_01"	"ER34_01"	"ER35_01"	"ER36_01"	"ER37_01"	"ER38_01"	"ER39_01"	"ER40_01"	"ER41_01"	"ER42_01"	"ER43_01"	"ER44_01"	"ER45_01"	"ER46_01"	"ER47_01"	"ER48_01"	"ER49_01"	"ER50_01"	"ER51_01"	"ER52_01"	"ER53_01"	"ER54_01"	"ER55_01"	"ER56_01"	"ER57_01"	"ER58_01"	"ER59_01"	"ER60_01"	"ER61_01"	"ER62_01"	"ER63_01"	"ER64_01"	"ER65_01"	"ER66_01"	"ER67_01"	"ER68_01"	"ER69_01"	"ER70_01"	"ER71_01"	"ER72_01"	"ER73_01"	"ER74_01"	"ER75_01"	"ER76_01"	"GB01_01"	"GB02_01"	"GB03_01"	"GB04_01"	"GB05_01"	"GB06_01"	"GB07_01"	"GB08_01"	"GB09_01"	"GB10_01"	"GB11_01"	"GB12_01"	"GB13_01"	"GB14_01"	"GB15_01"	"GB16_01"	"GB17_01"	"GB18_01"	"GB19_01"	"GB20_01"	"GB21_01"	"GB22_01"	"GB23_01"	"GB24_01"	"GB25_01"	"GB26_01"	"GB27_01"	"GB28_01"	"GB29_01"	"GB30_01"	"GB31_01"	"GB32_01"	"GB33_01"	"GB34_01"	"GB35_01"	"GB36_01"	"GB37_01"	"GB38_01"	"GB39_01"	"GB40_01"	"GB41_01"	"GB42_01"	"GB43_01"	"GB44_01"	"GB45_01"	"GB46_01"	"GB47_01"	"GB48_01"	"GB49_01"	"GB50_01"	"GB51_01"	"GB52_01"	"GB53_01"	"GB54_01"	"GB55_01"	"GB56_01"	"GB57_01"	"GB58_01"	"GB59_01"	"GB60_01"	"GB61_01"	"GB62_01"	"GB63_01"	"GB64_01"	"GB65_01"	"GB66_01"	"GB67_01"	"GB68_01"	"GB69_01"	"GB70_01"	"GB71_01"	"GB72_01"	"GB73_01"	"GB74_01"	"GB75_01"	"GB76_01"	"GO01_01"	"GO02_01"	"GO03_01"	"GO04_01"	"GO05_01"	"GO06_01"	"GO07_01"	"GO08_01"	"GO09_01"	"GO10_01"	"GO11_01"	"GO12_01"	"GO13_01"	"GO14_01"	"GO15_01"	"GO16_01"	"GO17_01"	"GO18_01"	"GO19_01"	"GO20_01"	"GO21_01"	"GO22_01"	"GO23_01"	"GO24_01"	"GO25_01"	"GO26_01"	"GO27_01"	"GO28_01"	"GO29_01"	"GO30_01"	"GO31_01"	"GO32_01"	"GO33_01"	"GO34_01"	"GO35_01"	"GO36_01"	"GO37_01"	"GO38_01"	"GO39_01"	"GO40_01"	"GO41_01"	"GO42_01"	"GO43_01"	"GO44_01"	"GO45_01"	"GO46_01"	"GO47_01"	"GO48_01"	"GO49_01"	"GO50_01"	"GO51_01"	"GO52_01"	"GO53_01"	"GO54_01"	"GO55_01"	"GO56_01"	"GO57_01"	"GO58_01"	"GO59_01"	"GO60_01"	"GO61_01"	"GO62_01"	"GO63_01"	"GO64_01"	"GO65_01"	"GO66_01"	"GO67_01"	"GO68_01"	"GO69_01"	"GO70_01"	"GO71_01"	"GO72_01"	"GO73_01"	"GO74_01"	"GO75_01"	"GO76_01"	"PI01_01"	"PI02_01"	"PI03_01"	"PI04_01"	"PI05_01"	"PI06_01"	"PI07_01"	"PI08_01"	"PI09_01"	"PI10_01"	"PI11_01"	"PI12_01"	"PI13_01"	"PI14_01"	"PI15_01"	"PI16_01"	"PI17_01"	"PI18_01"	"PI19_01"	"PI20_01"	"PI21_01"	"PI22_01"	"PI23_01"	"PI24_01"	"PI25_01"	"PI26_01"	"PI27_01"	"PI28_01"	"PI29_01"	"PI30_01"	"PI31_01"	"PI32_01"	"PI33_01"	"PI34_01"	"PI35_01"	"PI36_01"	"PI37_01"	"PI38_01"	"PI39_01"	"PI40_01"	"PI41_01"	"PI42_01"	"PI43_01"	"PI44_01"	"PI45_01"	"PI46_01"	"PI47_01"	"PI48_01"	"PI49_01"	"PI50_01"	"PI51_01"	"PI52_01"	"PI53_01"	"PI54_01"	"PI55_01"	"PI56_01"	"PI57_01"	"PI58_01"	"PI59_01"	"PI60_01"	"PI61_01"	"PI62_01"	"PI63_01"	"PI64_01"	"PI65_01"	"PI66_01"	"PI67_01"	"PI68_01"	"PI69_01"	"PI70_01"	"PI71_01"	"PI72_01"	"PI73_01"	"PI74_01"	"PI75_01"	"PI76_01"	"DI01_01"	"DI02_01"	"DI03_01"	"DI04_01"	"DI05_01"	"DI06_01"	"DI07_01"	"DI08_01"	"DI09_01"	"DI10_01"	"DI11_01"	"DI12_01"	"DI13_01"	"DI14_01"	"DI15_01"	"DI16_01"	"DI17_01"	"DI18_01"	"DI19_01"	"DI20_01"	"DI21_01"	"DI22_01"	"DI23_01"	"DI24_01"	"DI25_01"	"DI26_01"	"DI27_01"	"DI28_01"	"DI29_01"	"DI30_01"	"DI31_01"	"DI32_01"	"DI33_01"	"DI34_01"	"DI35_01"	"DI36_01"	"DI37_01"	"DI38_01"	"DI39_01"	"DI40_01"	"DI41_01"	"DI42_01"	"DI43_01"	"DI44_01"	"DI45_01"	"DI46_01"	"DI47_01"	"DI48_01"	"DI49_01"	"DI50_01"	"DI51_01"	"DI52_01"	"DI53_01"	"DI54_01"	"DI55_01"	"DI56_01"	"DI57_01"	"DI58_01"	"DI59_01"	"DI60_01"	"DI61_01"	"DI62_01"	"DI63_01"	"DI64_01"	"DI65_01"	"DI66_01"	"DI67_01"	"DI68_01"	"DI69_01"	"DI70_01"	"DI71_01"	"DI72_01"	"DI73_01"	"DI74_01"	"DI75_01"	"DI76_01"	"BA01_01"	"BA02_01"	"BA03_01"	"BA04_01"	"BA05_01"	"BA06_01"	"BA07_01"	"BA08_01"	"BA09_01"	"BA10_01"	"BA11_01"	"BA12_01"	"BA13_01"	"BA14_01"	"BA15_01"	"BA16_01"	"BA17_01"	"BA18_01"	"BA19_01"	"BA20_01"	"BA21_01"	"BA22_01"	"BA23_01"	"BA24_01"	"BA25_01"	"BA26_01"	"BA27_01"	"BA28_01"	"BA29_01"	"BA30_01"	"BA31_01"	"BA32_01"	"BA33_01"	"BA34_01"	"BA35_01"	"BA36_01"	"BA37_01"	"BA38_01"	"BA39_01"	"BA40_01"	"BA41_01"	"BA42_01"	"BA43_01"	"BA44_01"	"BA45_01"	"BA46_01"	"BA47_01"	"BA48_01"	"BA49_01"	"BA50_01"	"BA51_01"	"BA52_01"	"BA53_01"	"BA54_01"	"BA55_01"	"BA56_01"	"BA57_01"	"BA58_01"	"BA59_01"	"BA60_01"	"BA61_01"	"BA62_01"	"BA63_01"	"BA64_01"	"BA65_01"	"BA66_01"	"BA67_01"	"BA68_01"	"BA69_01"	"BA70_01"	"BA71_01"	"BA72_01"	"BA73_01"	"BA74_01"	"BA75_01"	"BA76_01"	"SC01_01"	"SC02_01"	"SC03_01"	"DF01_01"	"DF02"	"DF04"	"DF04_04"	"DF05"	"DF05_02"	"TIME001"	"TIME002"	"TIME003"	"TIME004"	"TIME005"	"TIME006"	"TIME007"	"TIME_SUM"	"MAILSENT"	"LASTDATA"	"FINISHED"	"Q_VIEWER"	"LASTPAGE"	"MAXPAGE"	"MISSING"	"MISSREL"	"TIME_RSI"	"DEG_TIME"
439			"base"	"interview"	2018-04-24 12:36:39	4	15	4	26	7	53	13	56	55	45	36	50				"Ein Männchen und ein umgekehrtes Auto über Flammen"			"Ein niedergeschlagenes Männchen und ein verlblasstes Auto"						"Ein Männchen, das von einem Anderen mit einem Schlagstock bedroht wird"													"Ein Männchen, welches zu einem Fahrrad greift"										"Ein Männchen, das zwei Kartons trägt"									"Ein Männchen das von einem Anderen mit einem Schlagstock geschlagen wird"					"Ein Männchen, das von einer Kommode fällt"			"Ein Männchen, das vor einer Spinne wegrennt"		"Ein männchen das von einem Stuhl fällt"	"Ein Männchen das von einem Stuhl fällt"																								5			4						6													4										6									6					6			6		4	4																								3			3						4													1										2									4					2			2		2	3																								6			4						6													2										3									7					6			2		6	6																								4			6						4													6										2									3					5			4		4	4																								3			5						4													1										3									5					4			2		4	5																								2			2						3													1										2									2					2			1		3	3																					"Nein"	"Nein"	"Situationen beurteilen"	19	1	2		2	"spanisch"	4	5	10	573	40	19	45	696		2018-04-24 12:48:15	T	F	7	7	0	0	1.39	24
440			"base"	"interview"	2018-04-24 12:37:45	4	16	59	15	66	60	72	56	35	25	61	39															"Ein Mensch bedroht einen anderen mit einem Messer"										"Ein Mensch sitzt neben einem Fahrrad"										"Eine Lampe fällt auf den Menschen"				"Ein Mensch fällt von einer Leiter"																	"Ein Mensch fällt vom Stuhl"			"Ein Mann fällt von der Treppe"	"Ein Mensch liegt neben einem Auto"	"Ein Mensch wurde  vom Auto überfahren"					"Ein Mensch lässt eine Lampe fallen"						"Ein Mensch schaut erstaunt auf eine Uhr"																			6										3										5				6																	7			7	3	5					7						7																			2										1										2				2																	2			2	2	2					1						1																			6										1										5				6																	6			6	5	5					1						1																			2										1										2				1																	2			2	3	2					1						1																			3										1										5				6																	2			5	2	5					1						1																			1										1										2				5																	5			4	2	2					1						1					"Es haben sich einige Bilder verändert wiederholt"	"Ja"	"Richtig zu lesen und zu interpretieren"	19	2	2		1		5	7	4	315	36	17	51	435		2018-04-24 12:45:00	T	F	7	7	0	0	1.66	37
441			"base"	"interview"	2018-04-24 12:38:59	4	16	64	49	8	65	52	18	40	58	44	43								"Das Pictogramm stellt einen Menschen dar, der scheinbar verletzt am Straßenrand sitzt. Sein bzw ein Auto steht in der Nähe."										"Ein Mensch scheint zu stolpern und ihm fallen die Pakete, die er trägt aus der Hand."																						"Ein Mensch liegt schwer verletzt am Boden, Neben ihm steht eine Person. (Angreifer oder Freund?)"			"Ein Mensch liegt schwer verletzt am Boden (Blutlache). Neben ihm steht ein Mensch mit Messer (Angreifer)"	"Ein Mensch liegt am Boden. Neben ihm steht ein Mensch mit Stock (Angreifer)"					"Das Pictogramm stellt einen Menschen dar, der von einem Schrank/Tisch zu fallen scheint"			"Ein Mensch fürchtet sich vor einer Spinne"						"Ein Mensch fällt eine Treppe herunter oder stolpert über eine Stufe."						"Das Pictogramm stellt einen Menschen dar, der auf dem Boden liegt. Sein Bein scheint verletzt (Blutspur)"	"Ein Mensch liegt schwer verletzt auf dem Boden. Um seinen Kopf hat sich eine Blutlache gebildet. "																			6										6																						3			7	6					5			5						4						5	7																			2										1																						4			6	5					1			1						1						1	1																			7										3																						7			7	7					5			2						4						6	7																			2										2																						2			1	1					6			1						4						5	1																			6										3																						6			6	6					4			2						5						6	7																			2										2																						2			2	3					6			1						4						3	2												"
"	"Nein, ich habe noch nicht an einer ähnlichen Studie teilgenommen."	"Herauszufinden, ab wann man bereit ist einer Person, die sich in Not befindet zu helfen.
bzw ab wann eine Situation für andere als so gefährlich eingestuft wird, dass sie Hilfe bedarf.
"	22	1	2		1		12	9	13	1544	486	22	69	800		2018-04-24 13:14:54	T	F	7	7	1	1	0.61	0
442			"base"	"interview"	2018-04-24 12:49:09	4	16	21	24	13	14	10	3	29	30	23	70			"Ein Mensch sitzt vor einem Auto. Es befindet sich ein nicht zu definierender Fleck unter den Beinen. "							"Ein Mensch zielt mit einem Gewehr auf einen anderen Menschen."			"Ein Mensch bedroht einen anderen Menschen mit einem Baseballschläger."	"Ein Mensch bedroht einen anderen Menschen mit einem Schläger. Die bedrohte Person hält die Hände schützend über sich."							"Ich sehe einen Menschen mit einem Fleck am Bein."		"Eine Person fällt vom Fahrrad."	"Ich sehe einen Menschen, der vor einem Fahrrad sitzt und einen Fleck unter den Beinen hat. Der Fleck könnte von allem möglichen kommen."					"Eine Person liegt vor einem Fahrrad."	"Es brennt und eine Person steht vor denn Feuer und hebt die Arme."																																								"Eine Person sitzt und hebt den Arm. Unter den Beinen befindet sich ein Fleck."									2							6			6	7							2		6	3					5	3																																								5									4							4			6	6							4		1	4					2	4																																								1									5							6			6	7							4		6	4					6	5																																								6									6							7			2	1							7		2	6					2	7																																								1									5							4			7	7							4		7	5					7	5																																								7									1							4			1	1							4		1	2					1	1																																								1							"Auf den Bildern fehlte die Farbe(z.B. rot für Blut) und der Gesichtsausdruck der Personen, was die Einschätzung, ob es sich um einen Notfall handelt, um einiges schwieriger macht. Beispielsweise das Bild mit dem Menschen und dem Feuer könnte auch eine Person am Osterfeuer darstellen, die tanzt. "	"Nein"		23	1	2		1		12	10	7	590	158	11	9	797		2018-04-24 13:02:26	T	F	7	7	1	1	1.28	25
445			"base"	"interview"	2018-04-24 12:57:59	4	16	62	71	28	47	63	74	11	38	4	32				"autounfall -mänchen im feuer"							"ein mänchen wird von einem andern mit einem spitzeren gegenstand bedroht"																	"das mänchen ist vom rad gefallen und blutet"				"kisten fallen auf männlein"						"ein mänchen tritt auf einen laptop, das ander mänchen regt sich darüber auf"									"das mänchen wurde ans bein gecshossen und liegt bewusstlos am boden"															"fallendes Strichmänchen"	"verletzes mänchen am boden"								"entspanntes mänchen winkt jemandem zu"			"streit zwischen zwei mänchen"						7							6																	7				7						7									7															7	7								7			5						7							3																	2				2						1									7															1	1								1			2						7							7																	7				7						1									7															7	7								1			4						1							6																	1				1						7									1															1	1								1			6						4							3																	7				7						1									5															7	7								1			2						1							2																	3				1						1									1															1	2								1			1			"es gab nie weibliche männlein"	"nein"	"in wie weit hilfestellung der eigenen Person von der Angst in der jeweiligen situation abhängt"	21	1	2		1		50	7	22	414	81	8	61	643		2018-04-24 13:08:42	T	F	7	7	0	0	0.93	9
446			"base"	"interview"	2018-04-24 13:02:58	4	16	51	2	41	26	31	53	27	20	7	22		"person 1 liegt blutend auf dem boden. person zwei schießt auf den verantwortlichen bzw. ist verantwortlich"					"person sitzt auf dem boden und hält ihr bein fest. auto fährt im hintergrund /steht"													"person fällt vor einen bus"		"person wird von einem hirsch gejagt"				"verletzte person liegt blutend vor fahrrad auf dem boden, ist wohl gestürzt"	"person sitzt neben fahrrad auf dem boden"				"person liegt offensichtlihc vergiftet /verätzt am boden"										"person 1 liegt am boden. person 2 entweder verantwortlich oder helfend"										"Mensch aht angst vor spinne und reagiert abwehrend bzw. agrressiv"		"person läuft vor spinne weg"																									3					5													7		6				7	5				7										1										6		6																									7					2													6		6				1	1				7										4										2		3																									7					6													7		6				7	5				7										4										5		4																									1					3													1		3				1	3				1										7										4		4																									5					5													7		2				7	6				7										7										6		5																									1					4													3		1				1	4				2										3										1		1																								"die meisten Bilder hatten kein räumliches Verhältnis. so konnte man nicht immer feststellen ob eine Person am Boden liegt, sitzt oder läuft und in Aktion ist."	"nein, bisher nicht."	"in Erfahrung zu bringen in welchen Moment der gezeigten Situation, reagiert wird und wie reagiert werden würde. Gefahreneinschätzung. Blutet eine PErson beispielsweise, ist die Gefahr automatisch größer auch wenn ein Bruch ohne Blut ebenso gefährlich sein kann."	24	2	2		1		719	54	12	447	226	17	50	770		2018-04-24 13:28:23	T	F	7	7	0	0	0.6	2
452			"base"	"interview"	2018-04-24 13:11:33	4	16	5	37	48	42	6	69	9	33	46	73					"Auto ist kaputt und Person möchte es anschieben"	"Person ruft um Hilfe"			"Person grüßt den Autofahrer"																								"Person fallen Bücher und Stifte aus der Hand"				"Person muss viele Packete tragen"					"Person liegt vielleicht verletzt auf dem Boden"				"Rechte Person bedroht die linke mit einem Schlagstock"		"Rechte Person bedroht die linke mit einer Waffe"																					"Person sitzt traurig auf dem Boden"				"Person bettelt"								5	1			1																								7				7					5				5		7																					5				7								2	1			1																								1				1					3				5		7																					2				1								4	1			4																								1				6					7				7		7																					3				7								1	7			7																								1				2					5				1		1																					3				1								6	4			4																								7				7					6				6		7																					6				5								2	1			1																								1				1					1				1		1																					1				1				"Mnche Bilder waren unklar"	"Nein"	"Inwieweit Menschen Hifmlfsbereitschaft zeigen"	18	1	2		1		9	9	11	387	50	11	27	504		2018-04-24 13:19:57	T	F	7	7	0	0	1.23	11
453			"base"	"interview"	2018-04-24 13:11:34	4	16	57	68	19	34	67	16	1	54	17	76	"Schusswechsel "															"Streit"	"Duckt sich vor einem Kasten "		"Person stolpert"															"Geld fallengelassen "																				"Arachnofobie"			"Jemand fällt vom stuhl"										"Apfel gebissen, liegt "	"Traurige Person "								"Schiebt wagen an"	7															5	5		7															7																				5			6										3	4								7	6															2	4		1															1																				1			2										1	1								1	7															4	5		7															1																				3			7										5	4								3	1															3	3		1															1																				1			2										4	4								1	4															2	1		1															3																				4			5										3	2								5	1															1	1		1															1																				1			1										1	1								1	"Hilfsbereitschaft "	"Nein "	"Die Hilfsbereitschaft der Probanden bezüglich Fobien, Gefahrensituationen einschätzen."	20	2	2		1		3	6	7	275	39	12	23	365		2018-04-24 13:17:39	T	F	7	7	0	0	1.84	42
458			"base"	"interview"	2018-04-24 13:34:38	4	16	75	12	20	52	15	43	18	65	50	24												"Ein Mensch wird mit der Waffe bedroht"			"Ein Mensch wird mit einem Messer bedroht"			"Ein Mensch lässt 2 Pakete fallen"		"Ein Mensch wird vom Bus erfasst"				"Ein Mensch liegt Blutend auf dem Boden"																			"Ein Mensch wurde erstochen"							"Ein Mensch fällt vom Schrank"		"Ein Mensch hat Angst vor der Spinne"													"Ein blutender Mensch liegt auf dem Boden"										"Ein Mann steht am Auto"													6			6			6		5				5																			4							6		7													6										6													2			2			2		2				1																			2							1		1													2										2													6			6			1		5				6																			6							6		6													6										1													2			1			1		2				1																			1							1		2													2										1													4			4			1		7				6																			6							6		4													5										1													4			4			1		6				6																			5							5		6													5										1		"Der Fragebogen besteht auf Interpretation"	"Ja"	"Ich bin mir nicht sicher "	19	2	2		1		4	8	2	539	86	10	32	681		2018-04-24 13:46:00	T	F	7	7	0	0	1.52	48
460			"base"	"interview"	2018-04-24 14:35:20	4	17	72	61	2	69	48	19	44	32	40	38		"Schießerei, angeschossene Person"																	"Person stolpert über einen Gegenstand "													"Person hat Schwierigkeiten beim Stapeln zweier Sachen "						"Eine Person zerstört Computer einer anderen "		"Eine Person liegt verletzt am Boden, eine andere steht daneben "				"Angriff einer Person auf eine andere"				"Angriff mit Pistole"													"Autounfall, angefahrene Person"								"Allein sein, Einsamkeit"			"Zeitstress"						7																	7													6						6		2				3				4													7								7			5						5																	6													5						4		1				1				4													3								5			2						7																	7													5						6		4				5				6													7								5			4						1																	1													6						1		6				4				1													1								4			4						7																	5													5						7		6				4				4													7								5			1						1																	1													1						1		1				1				1													1								4			3					"Nein"	"Nein"	"Situationen aus dem Bild zu erkennen, inwiefern diese ein notfall sind oder nicht "	19	1	2		1		4	9	13	478	59	14	38	615		2018-04-24 14:45:35	T	F	7	7	0	0	1.22	13
461			"base"	"interview"	2018-04-24 15:04:26	4	17	39	71	76	3	56	68	58	16	57	8			"eine Person sitzt mit gesenktem Kopf neben einem Auto"					"eine Person sitzt neben einem Auto und hebt den einen Arm"								"zwei Personen stehen in einer Bushaltestelle und die eine stützt die andere"																							"jemand fällt von einer Leiter, weil diese umgekippt ist"																	"eine Person kippt mit ihrem Stuhl um"	"eine Person balanciert auf einem kippenden Stuhl"	"eine Person stürtzt die Treppe herunter"										"eine Person sitzt mit gesenktem Kopf auf dem Boden"			"eine Person hält sich ihr Bein und hebt die andere Hand"					"eine Person schiebt ein Auto"			6					5								1																							7																	7	7	4										7			5					7			3					2								2																							3																	2	1	2										2			1					1			4					5								2																							7																	7	7	7										3			6					3			7					7								7																							1																	1	7	1										7			6					1			4					6								3																							7																	7	7	7										6			6					4			3					3								3																							2																	1	4	1										4			2					1		"Nein"	"etwas herauszufinden über Empathiefähigkeiten und Perspektivenwechsel
"	21	1	2		1		151	8	17	520	55	11	53	673		2018-04-24 15:18:01	T	F	7	7	1	1	0.89	6
462			"base"	"interview"	2018-04-24 15:10:16	4	17	45	26	9	27	14	55	63	6	33	35						"EIn Mann fässt von hinten ein Auto an, welches anscheinend viel Öl verloren hat."			"Ein Man sitzt auf dem Boden mit nach oben gestrecktem Arm und hinter ihm fährt ein Auto lang. "					"Ein Man bedroht jemand anderen mit einem Schwert und dieser hält sich schützend die Hände vors Gesicht.                                                   "												"Ein Man sitzt verletzt und Hilfe rufend auf dem Boden und hatte einen Fahrradunfall."	"Ein Man ist von seinem Fahrrad runter gefallen. "						"EInem Mann fallen verschiedene Gegenstände aus der Hand auf den Boden. "		"Ein Kerzenleuchter ist dabei einem Menschen auf den Kopf zu fallen. "										"Ein Man ist dabei einen anderen, nach vorne gebeugten Man, mit einem Stab zu schlagen."										"EIn Man hat auf dem Stuhl gekippelt und fällt nun nach hinten über."								"EIn Mann liegt blutend und verletzt auf dem Boden."																			4			5					7												4	7						7		7										7										7								7																			6			1					3												1	1						1		1										5										1								1																			6			2					5												4	3						3		7										6										7								7																			3			7					5												3	7						6		1										1										1								1																			5			2					3												7	3						3		7										7										7								7																			1			6					7												2	5						5		1										3										1								1														"Manchmal war nicht hundertprozentig klar, ob es sich um einen Notfall handelt oder nicht."	"Nein."	"Man wollte vielleicht das Hilfeverhalten von Menschen untersuchen."	21	1	2		1		5	10	22	561	70	11	106	785		2018-04-24 15:23:21	T	F	7	7	0	0	0.98	8
463			"base"	"interview"	2018-04-24 15:27:21	4	17	73	1	29	54	5	12	25	74	11	53	"Ich sehe einen bewaffneten Strichmännchen-Person (stehend) und der andere liegt gekrümmt am Boden  "				"Ich sehe ein Strichmännchen, welches hinter einem Auto steht und dieses anschieben möchte."						"Ich sehe zwei Strichmännchen. Das eine ist bewaffnet mit einem Messer und richtet diese auf die andere Person. Das andere Männchen hält die Hände nach oben "	"Ich sehe zwei Strichmännchen. Eines von beiden ist bewaffnet und richtet die Waffe auf das andere Strichmännchen, welches die Hände über den Kopf hält. "													"Ich sehe ein Fahrrad und davor sitzt ein Strichmännchen mit angewinkelten Bein und gesenktem Kopf. "				"Ich sehe ein Fahrrad und davor liegt ein gekrümmtes Strichmännchen. "																								"Ich sehe ein Strichmännchen, welches vor einer Spinne davonläuft. "	"Ich sehe ein Strichmännchen, welches vor einer Spinne davon läuft. "																			"Ein Strichmännchen kniet mit angewinkelten Armen vor einer Schüssel mit Inhalt. "	"Ich sehe zwei Strichmännchen vor einer Bank in einem Häuschen. Das eine Männchen stemmt die Hände in die Hüften, das andere hält die Hände nach oben "			5				6						4	4													4				2																								4	6																			4	4			5				3						2	5													2				3																								2	5																			2	2			7				5						7	7													4				6																								5	5																			5	2			1				1						1	2													6				1																								4	2																			4	2			4				6						6	6													7				7																								5	4																			6	2			1				2						1	1													2				2																								2	2																			2	1			"Es sind oft ähnliche Bilder.
Die Fragen sind immer die selben.
Manche Motive werden wiederholt gezeigt ( Spinne, Fahrrad, Messer, Waffe).
Die Strichmännchen haben Körperhaltungen, die sich wiederholen und diese verkörpern bestimmte Gefühle. "	"nein "	"Wie werden Situationen eingeschätzt hinsichtlich, ob es richtig wäre in diese Situation einzugreifen bzw. der entsprechenden Person zu helfen. Das heißt, bei welchen Situationen wird eine Bereitschaft einzugreifen ausgelöst. "	21	1	2		1		36	14	16	796	218	13	51	1144		2018-04-24 15:46:25	T	F	7	7	0	0	0.62	0
464			"base"	"interview"	2018-04-24 15:39:13	4	17	46	51	60	66	4	13	28	7	23	67				"Die Person liegt mit einem überschlagenen Auto auf unbekannten Gegenständen und wird vielleicht eingequetscht."			"Die Person sitzt neben einem Auto und hält sich ihr Bein. Verletzt oder auch nur dehnend?"						"Person links wird von Person rechts mit Baseballschläger oder Schwert bedroht."										"Die Person stürzt von Ihrem Fahrrad."					"Die Person liegt blutend neben Ihrem Fahrrad, wahrscheinlich nach einem Sturz."																		"Person links liegt verletzt und blutend am Boden. Person 2 hat ihn mit einem Baseballschläger niedergestreckt."					"Die Person hat Angst vor einer Spinne"									"Die Person liegt neben einem Auto und könnte vermutlich angefahren wurden sein."						"Die Person lässt eine Kanne / Zauberlampe fallen, nachdem sie gestolpert ist."	"Die Person liegt am Boden mit einem Apfel in der Hand. Entspannung vs. Ersticken?"													1			1						7										7					7																		7					7									2						7	1													5			4						7										4					2																		1					7									2						1	4													5			4						7										7					7																		7					4									5						5	4													7			7						1										1					1																		1					7									7						7	7													4			4						7										5					7																		7					1									4						3	4													5			1						1										3					2																		1					7									6						1	2										"Nein"	"Nein"	"Einschätzen von Situationen - subjektive Wahrnehmung vs. wirkliche Situation.
Ggf. Hilfsbereitschaft für bestimmte Gefahren ermitteln."	25	2	2		1		13	6	12	770	84	10	70	965		2018-04-24 15:55:18	T	F	7	7	0	0	0.94	5
466			"base"	"interview"	2018-04-24 16:05:57	4	17	22	59	62	21	41	34	10	42	64	75										"Mensch zielt mit Gewehr auf Gegenüber, der hebt die Arme"											"Mensch liegt verdreht auf Boden und Bein blutet"	"Mensch wird von Hirsch oder Rentier o.ä. verfolgt"												"Mensch hat Geldbörse fallen gelassen, Geld ist herausgefallen"							"Ein Mensch kniet/liegt auf Boden, zweiter Mensch steht mit erhobenen Armen vor/neben 1. Person"	"Mensch liegt in Lache auf Boden"																	"Mensch stolpert auf Treppe und fällt"			"Mensch liegt auf Boden"		"Mensch liegt auf dem Boden, Fuß scheint zu bluten"											"Mensch steht hinter einem Auto und hebt den Arm, vllt ist Auto kaputt?"											7											7	7												7							7	5																	7			5		7											3											5											1	1												1							3	1																	1			1		1											2											7											7	7												2							5	5																	7			3		4											4											1											1	2												6							5	2																	1			7		2											7											3											6	3												5							3	5																	4			5		5											3											1											4	5												1							5	2																	1			5		2											3			"Nein"		20	1	2		1		3	8	6	326	10	10	20	383		2018-04-24 16:12:20	T	F	7	7	3	2	1.97	86
